<!-- This file is auto-generated. Do not edit it manually! -->

# Koobiq Icons — Full Reference

## Format

| <name>                                   | sizes: <sizes>            | tags: <tags>                                                                                                                                                                                              | react: <import>                                                                        | angular: <import>                                                                                                                              | deprecated-aliases: <old names, if renamed> |
| ---------------------------------------- | ------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------- |
| 3-columns                                | sizes: 16, 24, 32         | tags: колонки                                                                                                                                                                                             | react: import { Icon3Columns16 } from '@koobiq/react-icons'                            | angular: import { Kbq3Columns16 } from '@koobiq/angular-icons' (selector: kbq3Columns16)                                                       |
| scroll-o                                 | sizes: 16, 24             | tags: —                                                                                                                                                                                                   | react: import { IconScrollO16 } from '@koobiq/react-icons'                             | angular: import { KbqScrollO16 } from '@koobiq/angular-icons' (selector: kbqScrollO16)                                                         |
| server                                   | sizes: 16, 24             | tags: data, network, данные, сервер, сеть                                                                                                                                                                 | react: import { IconServer16 } from '@koobiq/react-icons'                              | angular: import { KbqServer16 } from '@koobiq/angular-icons' (selector: kbqServer16)                                                           |
| server-badge-linux                       | sizes: 16, 24             | tags: бейдж, линукс, сервер                                                                                                                                                                               | react: import { IconServerBadgeLinux16 } from '@koobiq/react-icons'                    | angular: import { KbqServerBadgeLinux16 } from '@koobiq/angular-icons' (selector: kbqServerBadgeLinux16)                                       |
| server-badge-windows                     | sizes: 16, 24             | tags: бейдж, виндоус, сервер                                                                                                                                                                              | react: import { IconServerBadgeWindows16 } from '@koobiq/react-icons'                  | angular: import { KbqServerBadgeWindows16 } from '@koobiq/angular-icons' (selector: kbqServerBadgeWindows16)                                   |
| shield                                   | sizes: 16, 24             | tags: protection, security, безопасность, защита, щит                                                                                                                                                     | react: import { IconShield16 } from '@koobiq/react-icons'                              | angular: import { KbqShield16 } from '@koobiq/angular-icons' (selector: kbqShield16)                                                           |
| shield-check                             | sizes: 16, 24             | tags: security, безопасность, проверка, щит                                                                                                                                                               | react: import { IconShieldCheck16 } from '@koobiq/react-icons'                         | angular: import { KbqShieldCheck16 } from '@koobiq/angular-icons' (selector: kbqShieldCheck16)                                                 |
| shield-desktop                           | sizes: 16, 24             | tags: protection, security, безопасность, защита, рабочий стол, щит                                                                                                                                       | react: import { IconShieldDesktop16 } from '@koobiq/react-icons'                       | angular: import { KbqShieldDesktop16 } from '@koobiq/angular-icons' (selector: kbqShieldDesktop16)                                             |
| shield-exclamation                       | sizes: 16, 24             | tags: —                                                                                                                                                                                                   | react: import { IconShieldExclamation16 } from '@koobiq/react-icons'                   | angular: import { KbqShieldExclamation16 } from '@koobiq/angular-icons' (selector: kbqShieldExclamation16)                                     |
| shield-half                              | sizes: 16, 24             | tags: protection, security, безопасность, защита, половина, щит                                                                                                                                           | react: import { IconShieldHalf16 } from '@koobiq/react-icons'                          | angular: import { KbqShieldHalf16 } from '@koobiq/angular-icons' (selector: kbqShieldHalf16)                                                   |
| shield-o                                 | sizes: 16, 24             | tags: low, na, outline, protection, security, significance, безопасность, защита, значение, значимость, контур, низкий, щит                                                                               | react: import { IconShieldO16 } from '@koobiq/react-icons'                             | angular: import { KbqShieldO16 } from '@koobiq/angular-icons' (selector: kbqShieldO16)                                                         |
| shield-ribbon                            | sizes: 16, 24             | tags: medium, protection, security, significance, безопасность, защита, значение, лента, средний, щит                                                                                                     | react: import { IconShieldRibbon16 } from '@koobiq/react-icons'                        | angular: import { KbqShieldRibbon16 } from '@koobiq/angular-icons' (selector: kbqShieldRibbon16)                                               |
| shield-slash                             | sizes: 16, 24             | tags: security, безопасность, линия, щит                                                                                                                                                                  | react: import { IconShieldSlash16 } from '@koobiq/react-icons'                         | angular: import { KbqShieldSlash16 } from '@koobiq/angular-icons' (selector: kbqShieldSlash16)                                                 |
| shield-star                              | sizes: 16, 24             | tags: security, безопасность, звезда, щит                                                                                                                                                                 | react: import { IconShieldStar16 } from '@koobiq/react-icons'                          | angular: import { KbqShieldStar16 } from '@koobiq/angular-icons' (selector: kbqShieldStar16)                                                   |
| shield-user                              | sizes: 16, 24             | tags: protection, security, user, безопасность, защита, пользователь, щит                                                                                                                                 | react: import { IconShieldUser16 } from '@koobiq/react-icons'                          | angular: import { KbqShieldUser16 } from '@koobiq/angular-icons' (selector: kbqShieldUser16)                                                   |
| shield-wrench                            | sizes: 16, 24             | tags: protection, security, tools, безопасность, гаечный ключ, защита, инструменты, щит                                                                                                                   | react: import { IconShieldWrench16 } from '@koobiq/react-icons'                        | angular: import { KbqShieldWrench16 } from '@koobiq/angular-icons' (selector: kbqShieldWrench16)                                               |
| shield-xmark                             | sizes: 16, 24             | tags: protection, security, безопасность, защита, крестик, щит                                                                                                                                            | react: import { IconShieldXmark16 } from '@koobiq/react-icons'                         | angular: import { KbqShieldXmark16 } from '@koobiq/angular-icons' (selector: kbqShieldXmark16)                                                 |
| sigma                                    | sizes: 16, 24             | tags: sum, summ, сумма                                                                                                                                                                                    | react: import { IconSigma16 } from '@koobiq/react-icons'                               | angular: import { KbqSigma16 } from '@koobiq/angular-icons' (selector: kbqSigma16)                                                             |
| signal-stream                            | sizes: 16, 24             | tags: access, point, wave, волна, доступ, поток, сигнал, точка                                                                                                                                            | react: import { IconSignalStream16 } from '@koobiq/react-icons'                        | angular: import { KbqSignalStream16 } from '@koobiq/angular-icons' (selector: kbqSignalStream16)                                               |
| sliders                                  | sizes: 16, 24, 32         | tags: settings, настройки, ползунки                                                                                                                                                                       | react: import { IconSliders16 } from '@koobiq/react-icons'                             | angular: import { KbqSliders16 } from '@koobiq/angular-icons' (selector: kbqSliders16)                                                         |
| sliders-dot                              | sizes: 16, 24             | tags: active, settings, активно, настройки, ползунки, слайдер, точка                                                                                                                                      | react: import { IconSlidersDot16 } from '@koobiq/react-icons'                          | angular: import { KbqSlidersDot16 } from '@koobiq/angular-icons' (selector: kbqSlidersDot16)                                                   |
| sources                                  | sizes: 24                 | tags: —                                                                                                                                                                                                   | react: import { IconSources24 } from '@koobiq/react-icons'                             | angular: import { KbqSources24 } from '@koobiq/angular-icons' (selector: kbqSources24)                                                         |
| sparkles                                 | sizes: 16, 24             | tags: ai, star, звезда, ии                                                                                                                                                                                | react: import { IconSparkles16 } from '@koobiq/react-icons'                            | angular: import { KbqSparkles16 } from '@koobiq/angular-icons' (selector: kbqSparkles16)                                                       |
| speaker                                  | sizes: 16, 24             | tags: alert, audio, disabled, sound, volume, аудио, громкость, динамик, звук, отключено, предупреждение                                                                                                   | react: import { IconSpeaker16 } from '@koobiq/react-icons'                             | angular: import { KbqSpeaker16 } from '@koobiq/angular-icons' (selector: kbqSpeaker16)                                                         |
| speaker-wave                             | sizes: 16, 24             | tags: alert, audio, enabled, sound, volume, wave, аудио, включено, волна, громкость, динамик, звук, предупреждение                                                                                        | react: import { IconSpeakerWave16 } from '@koobiq/react-icons'                         | angular: import { KbqSpeakerWave16 } from '@koobiq/angular-icons' (selector: kbqSpeakerWave16)                                                 |
| spinner                                  | sizes: 16, 24             | tags: loading, загрузка, индикатор                                                                                                                                                                        | react: import { IconSpinner16 } from '@koobiq/react-icons'                             | angular: import { KbqSpinner16 } from '@koobiq/angular-icons' (selector: kbqSpinner16)                                                         |
| split-screen-bottom                      | sizes: 16, 24             | tags: layout, внизу, макет, разделение, экран                                                                                                                                                             | react: import { IconSplitScreenBottom16 } from '@koobiq/react-icons'                   | angular: import { KbqSplitScreenBottom16 } from '@koobiq/angular-icons' (selector: kbqSplitScreenBottom16)                                     |
| split-screen-left                        | sizes: 16, 24             | tags: layout, влево, макет, разделение, слева, экран                                                                                                                                                      | react: import { IconSplitScreenLeft16 } from '@koobiq/react-icons'                     | angular: import { KbqSplitScreenLeft16 } from '@koobiq/angular-icons' (selector: kbqSplitScreenLeft16)                                         |
| split-screen-no-split                    | sizes: 16, 24             | tags: layout, без, макет, нет, разделение, экран                                                                                                                                                          | react: import { IconSplitScreenNoSplit16 } from '@koobiq/react-icons'                  | angular: import { KbqSplitScreenNoSplit16 } from '@koobiq/angular-icons' (selector: kbqSplitScreenNoSplit16)                                   |
| split-screen-right                       | sizes: 16, 24             | tags: layout, вправо, макет, разделение, справа, экран                                                                                                                                                    | react: import { IconSplitScreenRight16 } from '@koobiq/react-icons'                    | angular: import { KbqSplitScreenRight16 } from '@koobiq/angular-icons' (selector: kbqSplitScreenRight16)                                       |
| split-screen-top                         | sizes: 16, 24             | tags: layout, верх, макет, разделение, сверху, экран                                                                                                                                                      | react: import { IconSplitScreenTop16 } from '@koobiq/react-icons'                      | angular: import { KbqSplitScreenTop16 } from '@koobiq/angular-icons' (selector: kbqSplitScreenTop16)                                           |
| square                                   | sizes: 16, 24             | tags: shape, квадрат, форма                                                                                                                                                                               | react: import { IconSquare16 } from '@koobiq/react-icons'                              | angular: import { KbqSquare16 } from '@koobiq/angular-icons' (selector: kbqSquare16)                                                           |
| square-a                                 | sizes: 16, 24             | tags: аномалия                                                                                                                                                                                            | react: import { IconSquareA16 } from '@koobiq/react-icons'                             | angular: import { KbqSquareA16 } from '@koobiq/angular-icons' (selector: kbqSquareA16)                                                         |                                             | deprecated-aliases: anomaly-square (renamed — do not use, replace with "square-a")                                               |
| square-dot                               | sizes: 16, 24             | tags: квадрат, точка                                                                                                                                                                                      | react: import { IconSquareDot16 } from '@koobiq/react-icons'                           | angular: import { KbqSquareDot16 } from '@koobiq/angular-icons' (selector: kbqSquareDot16)                                                     |
| square-minus                             | sizes: 16, 24             | tags: subtract, вычесть, квадрат, минус                                                                                                                                                                   | react: import { IconSquareMinus16 } from '@koobiq/react-icons'                         | angular: import { KbqSquareMinus16 } from '@koobiq/angular-icons' (selector: kbqSquareMinus16)                                                 |                                             | deprecated-aliases: minus-square (renamed — do not use, replace with "square-minus")                                             |
| square-multiple-o                        | sizes: 16, 24             | tags: copy, duplicate, shape, squares, дублировать, квадрат, квадраты, копировать, форма                                                                                                                  | react: import { IconSquareMultipleO16 } from '@koobiq/react-icons'                     | angular: import { KbqSquareMultipleO16 } from '@koobiq/angular-icons' (selector: kbqSquareMultipleO16)                                         |
| square-plus                              | sizes: 16, 24             | tags: add, добавить, квадрат, плюс                                                                                                                                                                        | react: import { IconSquarePlus16 } from '@koobiq/react-icons'                          | angular: import { KbqSquarePlus16 } from '@koobiq/angular-icons' (selector: kbqSquarePlus16)                                                   |                                             | deprecated-aliases: plus-square (renamed — do not use, replace with "square-plus")                                               |
| star                                     | sizes: 16, 24             | tags: favorite, звезда, избранное                                                                                                                                                                         | react: import { IconStar16 } from '@koobiq/react-icons'                                | angular: import { KbqStar16 } from '@koobiq/angular-icons' (selector: kbqStar16)                                                               |
| star-o                                   | sizes: 16, 24             | tags: favorite, outline, звезда, избранное, контур                                                                                                                                                        | react: import { IconStarO16 } from '@koobiq/react-icons'                               | angular: import { KbqStarO16 } from '@koobiq/angular-icons' (selector: kbqStarO16)                                                             |
| stop                                     | sizes: 16, 24, 32, 48, 64 | tags: stop, vulner level medium, остановить, стоп, уровень уязвимости средний, уязвимость                                                                                                                 | react: import { IconStop16 } from '@koobiq/react-icons'                                | angular: import { KbqStop16 } from '@koobiq/angular-icons' (selector: kbqStop16)                                                               |
| sun                                      | sizes: 16, 24             | tags: day, light, mode, weather, день, погода, режим, светлый, солнце                                                                                                                                     | react: import { IconSun16 } from '@koobiq/react-icons'                                 | angular: import { KbqSun16 } from '@koobiq/angular-icons' (selector: kbqSun16)                                                                 |
| sun-moon                                 | sizes: 16, 24             | tags: theme, режим, тема                                                                                                                                                                                  | react: import { IconSunMoon16 } from '@koobiq/react-icons'                             | angular: import { KbqSunMoon16 } from '@koobiq/angular-icons' (selector: kbqSunMoon16)                                                         |
| swords                                   | sizes: 16, 24             | tags: conflict, weapon, конфликт, мечи, оружие                                                                                                                                                            | react: import { IconSwords16 } from '@koobiq/react-icons'                              | angular: import { KbqSwords16 } from '@koobiq/angular-icons' (selector: kbqSwords16)                                                           |
| table                                    | sizes: 16, 24             | tags: data, данные, таблица                                                                                                                                                                               | react: import { IconTable16 } from '@koobiq/react-icons'                               | angular: import { KbqTable16 } from '@koobiq/angular-icons' (selector: kbqTable16)                                                             |
| table-badge-circle-arrow-down            | sizes: 32                 | tags: —                                                                                                                                                                                                   | react: import { IconTableBadgeCircleArrowDown32 } from '@koobiq/react-icons'           | angular: import { KbqTableBadgeCircleArrowDown32 } from '@koobiq/angular-icons' (selector: kbqTableBadgeCircleArrowDown32)                     |                                             | deprecated-aliases: table-badge-arrow-down-circle (renamed — do not use, replace with "table-badge-circle-arrow-down")           |
| table-badge-clock                        | sizes: 16, 24             | tags: значок, таблица, часы                                                                                                                                                                               | react: import { IconTableBadgeClock16 } from '@koobiq/react-icons'                     | angular: import { KbqTableBadgeClock16 } from '@koobiq/angular-icons' (selector: kbqTableBadgeClock16)                                         |
| table-line                               | sizes: 16, 24             | tags: data, information, данные, информация, линия, таблица                                                                                                                                               | react: import { IconTableLine16 } from '@koobiq/react-icons'                           | angular: import { KbqTableLine16 } from '@koobiq/angular-icons' (selector: kbqTableLine16)                                                     |
| tag                                      | sizes: 16, 24             | tags: label, метка, ярлык                                                                                                                                                                                 | react: import { IconTag16 } from '@koobiq/react-icons'                                 | angular: import { KbqTag16 } from '@koobiq/angular-icons' (selector: kbqTag16)                                                                 |
| tag-multiple                             | sizes: 16, 24             | tags: labels, tags, метки, ярлыки                                                                                                                                                                         | react: import { IconTagMultiple16 } from '@koobiq/react-icons'                         | angular: import { KbqTagMultiple16 } from '@koobiq/angular-icons' (selector: kbqTagMultiple16)                                                 |
| telegram                                 | sizes: 16, 24             | tags: logo, messenger, логотип, мессенджер                                                                                                                                                                | react: import { IconTelegram16 } from '@koobiq/react-icons'                            | angular: import { KbqTelegram16 } from '@koobiq/angular-icons' (selector: kbqTelegram16)                                                       |
| text                                     | sizes: 16, 24             | tags: text, текст                                                                                                                                                                                         | react: import { IconText16 } from '@koobiq/react-icons'                                | angular: import { KbqText16 } from '@koobiq/angular-icons' (selector: kbqText16)                                                               |
| text-bold                                | sizes: 16, 24             | tags: жирный, текст                                                                                                                                                                                       | react: import { IconTextBold16 } from '@koobiq/react-icons'                            | angular: import { KbqTextBold16 } from '@koobiq/angular-icons' (selector: kbqTextBold16)                                                       |
| text-font                                | sizes: 16, 24             | tags: текст, шрифт                                                                                                                                                                                        | react: import { IconTextFont16 } from '@koobiq/react-icons'                            | angular: import { KbqTextFont16 } from '@koobiq/angular-icons' (selector: kbqTextFont16)                                                       |
| text-italic                              | sizes: 16, 24             | tags: курсив                                                                                                                                                                                              | react: import { IconTextItalic16 } from '@koobiq/react-icons'                          | angular: import { KbqTextItalic16 } from '@koobiq/angular-icons' (selector: kbqTextItalic16)                                                   |
| text-magnifying-glass                    | sizes: 16, 24             | tags: find, request, search, запросить, найти, поиск, текст                                                                                                                                               | react: import { IconTextMagnifyingGlass16 } from '@koobiq/react-icons'                 | angular: import { KbqTextMagnifyingGlass16 } from '@koobiq/angular-icons' (selector: kbqTextMagnifyingGlass16)                                 |
| text-overflow                            | sizes: 16, 24             | tags: text, wrap, перенос, текст                                                                                                                                                                          | react: import { IconTextOverflow16 } from '@koobiq/react-icons'                        | angular: import { KbqTextOverflow16 } from '@koobiq/angular-icons' (selector: kbqTextOverflow16)                                               |                                             | deprecated-aliases: wrap-text-slash (renamed — do not use, replace with "text-overflow")                                         |
| text-underline                           | sizes: 16, 24             | tags: подчеркивание                                                                                                                                                                                       | react: import { IconTextUnderline16 } from '@koobiq/react-icons'                       | angular: import { KbqTextUnderline16 } from '@koobiq/angular-icons' (selector: kbqTextUnderline16)                                             |
| text-wrap                                | sizes: 16, 24             | tags: text, wrap, обернуть, перенос, текст                                                                                                                                                                | react: import { IconTextWrap16 } from '@koobiq/react-icons'                            | angular: import { KbqTextWrap16 } from '@koobiq/angular-icons' (selector: kbqTextWrap16)                                                       |                                             | deprecated-aliases: wrap-text (renamed — do not use, replace with "text-wrap")                                                   |
| thumbs-down                              | sizes: 16, 24             | tags: dislike, нравится                                                                                                                                                                                   | react: import { IconThumbsDown16 } from '@koobiq/react-icons'                          | angular: import { KbqThumbsDown16 } from '@koobiq/angular-icons' (selector: kbqThumbsDown16)                                                   |
| thumbs-up                                | sizes: 16, 24             | tags: like, большой палец наверх, вверх, нравится                                                                                                                                                         | react: import { IconThumbsUp16 } from '@koobiq/react-icons'                            | angular: import { KbqThumbsUp16 } from '@koobiq/angular-icons' (selector: kbqThumbsUp16)                                                       |
| time-messenger                           | sizes: 16, 24             | tags: clock, logo, time, время, логотип, часы                                                                                                                                                             | react: import { IconTimeMessenger16 } from '@koobiq/react-icons'                       | angular: import { KbqTimeMessenger16 } from '@koobiq/angular-icons' (selector: kbqTimeMessenger16)                                             |
| time-messenger-alt                       | sizes: 16, 24             | tags: clock, logo, time, время, логотип, часы                                                                                                                                                             | react: import { IconTimeMessengerAlt16 } from '@koobiq/react-icons'                    | angular: import { KbqTimeMessengerAlt16 } from '@koobiq/angular-icons' (selector: kbqTimeMessengerAlt16)                                       |
| topology                                 | sizes: 16, 24             | tags: network, сеть, топология                                                                                                                                                                            | react: import { IconTopology16 } from '@koobiq/react-icons'                            | angular: import { KbqTopology16 } from '@koobiq/angular-icons' (selector: kbqTopology16)                                                       |
| topology-lines                           | sizes: 16, 24             | tags: graph, network, граф, линии, сеть, топология                                                                                                                                                        | react: import { IconTopologyLines16 } from '@koobiq/react-icons'                       | angular: import { KbqTopologyLines16 } from '@koobiq/angular-icons' (selector: kbqTopologyLines16)                                             |
| topology-star                            | sizes: 16, 24             | tags: graph, network, граф, звезда, сеть, топология                                                                                                                                                       | react: import { IconTopologyStar16 } from '@koobiq/react-icons'                        | angular: import { KbqTopologyStar16 } from '@koobiq/angular-icons' (selector: kbqTopologyStar16)                                               |
| tower-broadcast                          | sizes: 16, 24             | tags: signal, башня, вещание, сигнал                                                                                                                                                                      | react: import { IconTowerBroadcast16 } from '@koobiq/react-icons'                      | angular: import { KbqTowerBroadcast16 } from '@koobiq/angular-icons' (selector: kbqTowerBroadcast16)                                           |
| traffic                                  | sizes: 16, 24             | tags: flow, movement, движение, поток, трафик                                                                                                                                                             | react: import { IconTraffic16 } from '@koobiq/react-icons'                             | angular: import { KbqTraffic16 } from '@koobiq/angular-icons' (selector: kbqTraffic16)                                                         |
| trash                                    | sizes: 16, 24             | tags: delete, remove, мусор, убрать, удалить                                                                                                                                                              | react: import { IconTrash16 } from '@koobiq/react-icons'                               | angular: import { KbqTrash16 } from '@koobiq/angular-icons' (selector: kbqTrash16)                                                             |
| triangle-exclamation                     | sizes: 16, 24, 32         | tags: alert, attention, error, warning, внимание, восклицание, восклицательный, ошибка, предупреждение, треугольник                                                                                       | react: import { IconTriangleExclamation16 } from '@koobiq/react-icons'                 | angular: import { KbqTriangleExclamation16 } from '@koobiq/angular-icons' (selector: kbqTriangleExclamation16)                                 |                                             | deprecated-aliases: exclamation-triangle (renamed — do not use, replace with "triangle-exclamation")                             |
| triangle-o                               | sizes: 16, 24             | tags: outline, shape, triangle, type, warning, контур, предупреждение,, тип, треугольник, форма                                                                                                           | react: import { IconTriangleO16 } from '@koobiq/react-icons'                           | angular: import { KbqTriangleO16 } from '@koobiq/angular-icons' (selector: kbqTriangleO16)                                                     |
| ubuntu                                   | sizes: 16, 24             | tags: logo                                                                                                                                                                                                | react: import { IconUbuntu16 } from '@koobiq/react-icons'                              | angular: import { KbqUbuntu16 } from '@koobiq/angular-icons' (selector: kbqUbuntu16)                                                           |
| undo                                     | sizes: 16, 24             | tags: reverse, отмена                                                                                                                                                                                     | react: import { IconUndo16 } from '@koobiq/react-icons'                                | angular: import { KbqUndo16 } from '@koobiq/angular-icons' (selector: kbqUndo16)                                                               |
| unit                                     | sizes: 16, 24             | tags: block, circle, line, unit, блок, единица, круг, линия, юнит                                                                                                                                         | react: import { IconUnit16 } from '@koobiq/react-icons'                                | angular: import { KbqUnit16 } from '@koobiq/angular-icons' (selector: kbqUnit16)                                                               |
| url                                      | sizes: 16, 24             | tags: link, ссылка                                                                                                                                                                                        | react: import { IconUrl16 } from '@koobiq/react-icons'                                 | angular: import { KbqUrl16 } from '@koobiq/angular-icons' (selector: kbqUrl16)                                                                 |
| usb-flash                                | sizes: 16, 24             | tags: drive, flash, storage, usb, диск, флешка, хранилище                                                                                                                                                 | react: import { IconUsbFlash16 } from '@koobiq/react-icons'                            | angular: import { KbqUsbFlash16 } from '@koobiq/angular-icons' (selector: kbqUsbFlash16)                                                       |
| user                                     | sizes: 16, 24             | tags: account, human, person, profile, аккаунт, профиль, человек                                                                                                                                          | react: import { IconUser16 } from '@koobiq/react-icons'                                | angular: import { KbqUser16 } from '@koobiq/angular-icons' (selector: kbqUser16)                                                               |
| user-badge-file-text                     | sizes: 16, 24             | tags: account, human, id, person, user, аккаунт, значок, пользователь, файл, человек                                                                                                                      | react: import { IconUserBadgeFileText16 } from '@koobiq/react-icons'                   | angular: import { KbqUserBadgeFileText16 } from '@koobiq/angular-icons' (selector: kbqUserBadgeFileText16)                                     |
| user-badge-gear                          | sizes: 16, 24             | tags: account, user, аккаунт, пользователь                                                                                                                                                                | react: import { IconUserBadgeGear16 } from '@koobiq/react-icons'                       | angular: import { KbqUserBadgeGear16 } from '@koobiq/angular-icons' (selector: kbqUserBadgeGear16)                                             |
| user-badge-globe                         | sizes: 16, 24             | tags: account, domain, human, person, user, аккаунт, глобус, домен, значок, пользователь, человек                                                                                                         | react: import { IconUserBadgeGlobe16 } from '@koobiq/react-icons'                      | angular: import { KbqUserBadgeGlobe16 } from '@koobiq/angular-icons' (selector: kbqUserBadgeGlobe16)                                           |
| user-badge-location                      | sizes: 16, 24             | tags: account, human, local, person, user, аккаунт, значок, местоположение, пользователь, человек                                                                                                         | react: import { IconUserBadgeLocation16 } from '@koobiq/react-icons'                   | angular: import { KbqUserBadgeLocation16 } from '@koobiq/angular-icons' (selector: kbqUserBadgeLocation16)                                     |
| user-badge-triangle-up                   | sizes: 16, 24             | tags: up, vulner lpe, вверх, пользователь, стрелка, треугольник, уязвимость лпе                                                                                                                           | react: import { IconUserBadgeTriangleUp16 } from '@koobiq/react-icons'                 | angular: import { KbqUserBadgeTriangleUp16 } from '@koobiq/angular-icons' (selector: kbqUserBadgeTriangleUp16)                                 |                                             | deprecated-aliases: user-arrow-triangle-up (renamed — do not use, replace with "user-badge-triangle-up")                         |
| user-mask                                | sizes: 16, 24             | tags: anonym, anonymous, attacker, hacker, аноним, анонимный, злоумышленник, маска, пользователь, хакер                                                                                                   | react: import { IconUserMask16 } from '@koobiq/react-icons'                            | angular: import { KbqUserMask16 } from '@koobiq/angular-icons' (selector: kbqUserMask16)                                                       |
| user-multiple                            | sizes: 16, 24             | tags: group, группа, несколько, пользователи                                                                                                                                                              | react: import { IconUserMultiple16 } from '@koobiq/react-icons'                        | angular: import { KbqUserMultiple16 } from '@koobiq/angular-icons' (selector: kbqUserMultiple16)                                               |
